signature,maxTargetSdk,publicAlternatives,trackingBug
|Lcom/android/bluetooth/flags/CustomFeatureFlags;->splitSecState()Z|,||,||,||
|Lcom/android/bluetooth/flags/CustomFeatureFlags;->stackSdpDetectNilPropertyType()Z|,||,||,||
|Lcom/android/bluetooth/flags/CustomFeatureFlags;->stackSdpDisconnectWhenCancelInPendingState()Z|,||,||,||
|Lcom/android/bluetooth/flags/CustomFeatureFlags;->supportExclusiveManager()Z|,||,||,||
|Lcom/android/bluetooth/flags/CustomFeatureFlags;->supportMetadataDeviceTypesApis()Z|,||,||,||
|Lcom/android/bluetooth/flags/CustomFeatureFlags;->suppressHidRejectionBroadcast()Z|,||,||,||
|Lcom/android/bluetooth/flags/CustomFeatureFlags;->synchronousBtaSec()Z|,||,||,||
|Lcom/android/bluetooth/flags/CustomFeatureFlags;->systemServerMessenger()Z|,||,||,||
|Lcom/android/bluetooth/flags/CustomFeatureFlags;->temporaryPairingDeviceProperties()Z|,||,||,||
|Lcom/android/bluetooth/flags/CustomFeatureFlags;->uncachePlayerWhenBrowsedPlayerChanges()Z|,||,||,||
|Lcom/android/bluetooth/flags/CustomFeatureFlags;->unifiedConnectionManager()Z|,||,||,||
|Lcom/android/bluetooth/flags/CustomFeatureFlags;->unixFileSocketCreationFailure()Z|,||,||,||
|Lcom/android/bluetooth/flags/CustomFeatureFlags;->updateInquiryResultOnFlagChange()Z|,||,||,||
|Lcom/android/bluetooth/flags/CustomFeatureFlags;->useEntireMessageHandle()Z|,||,||,||
|Lcom/android/bluetooth/flags/CustomFeatureFlags;->useLeShimConnectionMapGuard()Z|,||,||,||
|Lcom/android/bluetooth/flags/CustomFeatureFlags;->useLocalOobExtendedCommand()Z|,||,||,||
|Lcom/android/bluetooth/flags/CustomFeatureFlags;->vcpMuteUnmute()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->a2dpAidlEncodingInterval()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->a2dpAsyncAllowLowLatency()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->a2dpCheckLeaIsoChannel()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->a2dpConcurrentSourceSink()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->a2dpIgnoreStartedWhenResponder()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->a2dpOffloadCodecExtensibility()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->a2dpServiceLooper()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->absVolumeSdpConflict()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->airplaneModeXBleOn()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->allowSwitchingHidAndHogp()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->androidHeadtrackerService()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->apiGetConnectionStateUsingIdentityAddress()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->ashaAsrc()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->ashaEncryptedL2cCoc()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->asymmetricPhyForUnidirectionalCis()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->audioPortBinderInheritRt()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->audioRoutingCentralization()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->autoConnectOnMultipleHfpWhenNoA2dpDevice()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->autoOnFeature()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->avdtpErrorCodes()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->avoidStaticLoadingOfNative()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->avrcpConnectA2dpDelayed()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->avrcpSdpRecords()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->bleCheckDataLengthOnLegacyAdvertising()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->bleContextMapRemoveFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->bleGattServerUseAddressTypeInConnection()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->bleScanAdvMetricsRedesign()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->bluetoothPowerTelemetry()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->bondTransportAfterBondCancelFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->breakUhidPollingEarly()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->browsingRefactor()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->btSocketApiL2capCid()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->btSystemContextReport()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->btaAgCmdBrsfAllowUint32()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->btaAvSetconfigRejTypeConfusion()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->btaAvUsePeerCodec()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->btaDmDeferDeviceDiscoveryStateChangeUntilRnrComplete()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->btaDmDiscoverBoth()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->cancelPairingOnlyOnDisconnectedTransport()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->channelSounding()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->channelSoundingInStack()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->cleanupLeOnlyDeviceType()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->clearCollisionStateOnPairingComplete()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->continueServiceDiscoveryWhenCancelDeviceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->deviceIotConfigLogging()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->doNotReplaceExistingCodWithUncategorizedCod()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->dumpsysAcquireStackWhenExecuting()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->enableHapByDefault()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->enableSniffOffload()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->encryptedAdvertisingData()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->ensureValidAdvFlag()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->enumerateGattErrors()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->explicitKillFromSystemServer()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->fallbackWhenWiredAudioDisconnected()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->fastBindToApp()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->fixHfpQual19()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->fixLePairingPasskeyEntryBypass()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->fixNonconnectableScannableAdvertisement()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->flossSeparateHostPrivacyAndLlprivacy()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->gattCleanupRestrictedHandles()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->gattClientDynamicAllocation()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->gattDropAclOnOutOfResourcesFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->gattFixDeviceBusy()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->gattFixMultipleDirectConnect()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->gattReconnectOnBtOnFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->gattRediscoverOnCanceled()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->gdxDeviceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->gdxServiceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->getAddressTypeApi()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->guestModeBond()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->handleDeliverySendingFailureEvents()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->headsetClientAmHfVolumeSymmetric()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->headtrackerCodecCapability()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->headtrackerSduSize()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->hfpCodecAptxVoice()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->hidReportQueuing()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->higherL2capFlushThreshold()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->identityAddressNullIfUnknown()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->ignoreNotifyWhenAlreadyConnected()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->isScoManagedByAudio()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->keepHfpActiveDuringLeaudioHandover()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->keepStoppedMediaBrowserService()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->keyMissingAsOrderedBroadcast()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->keyMissingBroadcast()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->keyMissingClassicDevice()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->killInsteadOfExit()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->l2capLeDoNotAdjustMinInterval()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->l2capPCcbCheckRewrite()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->l2capTxCompleteCbInfo()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->l2capUpdateExistingConnIntervalWithBaseInterval()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leAudioBaseEcosystemInterval()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leAudioSupportUnidirectionalVoiceAssistant()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->lePeriodicScanningReassembler()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leScanFixRemoteException()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leScanUseAddressType()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leScanUseUidForImportance()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioAddSamplingFrequencies()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioAllowLeaudioOnlyDevices()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioAllowedContextMask()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioBigDependsOnAudioState()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioBroadcastAssistantHandleCommandStatuses()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioBroadcastAssistantPeripheralEntrustment()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioBroadcastAudioHandoverPolicies()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioBroadcastDestroyAfterTimeout()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioBroadcastExtractPeriodicScannerFromStateMachine()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioBroadcastFeatureSupport()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioBroadcastMonitorSourceSyncStatus()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioBroadcastUpdateMetadataCallback()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioBroadcastVolumeControlForConnectedDevices()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioBroadcastVolumeControlWithSetVolume()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioCallStartScanDirectly()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioCallbackOnGroupStreamStatus()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioCodecConfigCallbackOrderFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioDynamicSpatialAudio()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioGettingActiveStateSupport()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioHalClientAsrc()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioMonoLocationErrata()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioMulticodecAidlSupport()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioMultipleVocsInstancesApi()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioNoContextValidateStreamingRequest()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioQuickLeaudioToggleSwitchFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioResumeActiveAfterHfpHandover()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioStartRequestStateMutexCheck()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioStartStreamRaceFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioSynchronizeStart()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioUseAudioModeListener()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->loadDidConfigFromSysprops()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->maintainCallIndexAfterConference()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->mapLimitNotification()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->mcpAllowPlayWithoutActivePlayer()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->metadataApiInactiveAudioDeviceUponConnection()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->msftAddrTrackingQuirk()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->nrpaNonConnectableAdv()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->oppFixMultipleNotificationsIssues()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->oppIgnoreContentObserverAfterServiceStop()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->oppStartActivityDirectlyFromNotification()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->overrideContextToSpecifyDeviceId()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->pairingNameDiscoveryAddresssMismatch()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->pairingOnUnknownTransport()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->phyToNative()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->pretendNetworkService()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->preventHogpReconnectWhenConnected()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->randomizeDeviceLevelMediaIds()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->readModelNumFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->removeAddressMapOnUnbond()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->resetAfterCollision()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->resetAgStateOnCollision()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->respectBleScanSetting()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->retryEscoWithZeroRetransmissionEffort()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->rfcommAlwaysUseMitm()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->rfcommBypassPostToMain()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->rfcommPreventUnnecessaryCollisions()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->rnrResetStateAtCancel()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->rnrStoreDeviceType()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->rnrValidatePageScanRepetitionMode()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->runBleAudioTicksInWorkerThread()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->runClockRecoveryInWorkerThread()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->saveInitialHidConnectionPolicy()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->scanManagerRefactor()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->scanRecordManufacturerDataMerge()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->secDontClearKeysOnEncryptionErr()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->separateServiceAndDeviceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->settingsCanControlHapPreset()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->sinkAudioPolicyHandover()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->skipUnknownRobustCaching()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->splitSecState()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->stackSdpDetectNilPropertyType()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->stackSdpDisconnectWhenCancelInPendingState()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->supportExclusiveManager()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->supportMetadataDeviceTypesApis()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->suppressHidRejectionBroadcast()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->synchronousBtaSec()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->systemServerMessenger()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->temporaryPairingDeviceProperties()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->uncachePlayerWhenBrowsedPlayerChanges()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->unifiedConnectionManager()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->unixFileSocketCreationFailure()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->updateInquiryResultOnFlagChange()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->useEntireMessageHandle()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->useLeShimConnectionMapGuard()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->useLocalOobExtendedCommand()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->vcpMuteUnmute()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->a2dpAidlEncodingInterval()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->a2dpAsyncAllowLowLatency()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->a2dpCheckLeaIsoChannel()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->a2dpConcurrentSourceSink()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->a2dpIgnoreStartedWhenResponder()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->a2dpOffloadCodecExtensibility()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->a2dpServiceLooper()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->absVolumeSdpConflict()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->airplaneModeXBleOn()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->allowSwitchingHidAndHogp()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->androidHeadtrackerService()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->apiGetConnectionStateUsingIdentityAddress()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->ashaAsrc()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->ashaEncryptedL2cCoc()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->asymmetricPhyForUnidirectionalCis()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->audioPortBinderInheritRt()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->audioRoutingCentralization()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->autoConnectOnMultipleHfpWhenNoA2dpDevice()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->autoOnFeature()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->avdtpErrorCodes()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->avoidStaticLoadingOfNative()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->avrcpConnectA2dpDelayed()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->avrcpSdpRecords()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->bleCheckDataLengthOnLegacyAdvertising()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->bleContextMapRemoveFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->bleGattServerUseAddressTypeInConnection()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->bleScanAdvMetricsRedesign()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->bluetoothPowerTelemetry()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->bondTransportAfterBondCancelFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->breakUhidPollingEarly()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->browsingRefactor()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->btSocketApiL2capCid()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->btSystemContextReport()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->btaAgCmdBrsfAllowUint32()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->btaAvSetconfigRejTypeConfusion()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->btaAvUsePeerCodec()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->btaDmDeferDeviceDiscoveryStateChangeUntilRnrComplete()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->btaDmDiscoverBoth()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->cancelPairingOnlyOnDisconnectedTransport()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->channelSounding()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->channelSoundingInStack()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->cleanupLeOnlyDeviceType()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->clearCollisionStateOnPairingComplete()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->continueServiceDiscoveryWhenCancelDeviceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->deviceIotConfigLogging()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->doNotReplaceExistingCodWithUncategorizedCod()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->dumpsysAcquireStackWhenExecuting()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->enableHapByDefault()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->enableSniffOffload()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->encryptedAdvertisingData()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->ensureValidAdvFlag()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->enumerateGattErrors()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->explicitKillFromSystemServer()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->fallbackWhenWiredAudioDisconnected()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->fastBindToApp()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->fixHfpQual19()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->fixLePairingPasskeyEntryBypass()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->fixNonconnectableScannableAdvertisement()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->flossSeparateHostPrivacyAndLlprivacy()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->gattCleanupRestrictedHandles()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->gattClientDynamicAllocation()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->gattDropAclOnOutOfResourcesFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->gattFixDeviceBusy()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->gattFixMultipleDirectConnect()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->gattReconnectOnBtOnFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->gattRediscoverOnCanceled()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->gdxDeviceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->gdxServiceDiscovery()Z|,||,||,||
